customer_id,credit_score,monthly_income,loan_amount,monthly_emi,outstanding_amount,overdue_amount,emi_delay_count,previous_payment_delays,complaint_count,negative_sentiment_count,transaction_count,transaction_anomaly_count,employment_type,default_next_90_days
C0688,666,47426,665000,14700,393300,13700,1,1,0,0,58,1,Freelance,0
C0689,652,70641,535000,15600,347200,0,0,0,2,0,36,0,Business Owner,0
C0690,764,20000,78000,1800,67200,0,0,1,1,0,66,0,Salaried,0
C0691,776,56079,631000,12800,264600,12400,1,2,2,0,36,0,Self-Employed,0
C0692,675,67964,252000,7800,104100,0,0,0,0,0,42,0,Business Owner,0
C0693,601,48747,348000,7700,229300,0,0,1,0,0,30,0,Business Owner,0
C0694,697,38650,233000,5700,57500,0,0,0,0,0,21,0,Freelance,0
C0695,704,36625,202000,5000,107100,0,0,0,0,0,26,0,Salaried,0
C0696,646,59803,183000,3800,63200,7800,2,4,4,1,16,1,Self-Employed,1
C0697,619,34371,510000,12500,128500,0,0,1,1,0,62,0,Business Owner,0
C0698,697,82141,670000,19800,539100,103100,5,5,2,0,23,0,Self-Employed,1
C0699,707,36684,133000,2700,31200,0,0,1,0,0,46,0,Freelance,0
C0700,616,83890,1180000,35200,588900,0,0,0,0,0,43,0,Salaried,0
C0701,685,74150,311000,9000,240300,9700,1,1,3,2,51,0,Self-Employed,1
C0702,774,36739,444000,14900,71900,0,0,1,1,0,45,0,Self-Employed,0
C0703,547,29701,312000,10100,280600,0,0,0,0,0,34,0,Business Owner,0
C0704,656,39235,258000,7300,120800,0,0,0,0,0,22,0,Self-Employed,0
C0705,622,58882,223000,7700,155000,0,0,0,1,0,41,1,Salaried,0
C0706,730,38655,498000,11700,113900,0,0,0,1,0,16,0,Salaried,0
C0707,584,39605,495000,13000,111200,12600,1,1,4,3,46,0,Self-Employed,0
C0708,703,51918,474000,16000,438100,0,0,0,0,0,63,0,Business Owner,0
C0709,650,54985,377000,9700,244300,38100,4,6,0,0,27,0,Business Owner,1
C0710,615,37184,457000,15600,105300,93100,5,5,0,0,41,1,Freelance,1
C0711,742,33990,318000,10800,156800,0,0,0,2,1,54,0,Salaried,0
C0712,794,20000,265000,9200,132900,29000,3,5,2,2,48,0,Freelance,1
C0713,760,39853,336000,10400,76100,0,0,1,1,0,66,0,Business Owner,0
C0714,790,50105,413000,9000,248400,0,0,0,0,0,42,0,Freelance,0
C0715,647,74204,636000,16700,171300,0,0,0,1,0,78,0,Business Owner,0
C0716,663,40040,422000,12000,270000,0,0,0,0,0,51,0,Freelance,0
C0717,709,65249,712000,18600,256000,0,0,0,0,0,33,0,Freelance,0
C0718,603,77572,996000,34800,210500,108200,3,5,4,3,28,0,Salaried,1
C0719,777,34409,354000,7600,294500,0,0,1,0,0,83,0,Salaried,1
C0720,649,37028,302000,8200,78600,0,0,0,0,0,41,0,Freelance,0
C0721,743,142743,824000,20700,528400,0,0,0,0,0,60,0,Business Owner,0
C0722,780,86528,299000,8700,160800,8000,1,3,3,1,14,0,Business Owner,0
C0723,639,32527,363000,9000,284600,24400,3,3,3,3,36,1,Salaried,1
C0724,636,43877,170000,3900,91500,0,0,0,0,0,14,0,Salaried,0
C0725,662,42345,367000,12700,281700,0,0,0,1,0,65,0,Self-Employed,0
C0726,713,94134,638000,18100,368000,0,0,1,0,0,48,0,Salaried,0
C0727,782,22146,98000,3300,20800,0,0,0,0,0,56,0,Business Owner,0
C0728,702,48847,272000,7100,104300,0,0,0,0,0,44,0,Salaried,0
C0729,546,44188,605000,16600,380800,18100,1,3,2,1,58,0,Self-Employed,1
C0730,770,27678,155000,4100,46600,22100,5,7,1,1,46,2,Freelance,1
C0731,619,42202,222000,6100,174200,13400,2,3,2,1,55,2,Freelance,1
C0732,714,20000,111000,3600,85300,6600,2,4,1,1,58,0,Business Owner,1
C0733,566,31929,445000,13900,89500,0,0,0,1,0,5,0,Self-Employed,0
C0734,655,108412,1572000,37600,1094400,0,0,0,2,0,47,0,Freelance,0
C0735,482,72455,451000,15800,93500,18800,1,5,0,0,48,0,Freelance,1
C0736,675,59141,284000,7700,196900,0,0,0,0,0,16,1,Salaried,0
C0737,599,37514,223000,7200,143100,0,0,0,0,0,47,0,Freelance,0
C0738,703,59721,190000,6100,74200,6000,1,2,1,1,31,0,Business Owner,0
C0739,805,73209,817000,19900,338400,0,0,0,0,0,37,0,Freelance,0
C0740,613,69066,533000,11200,176400,0,0,0,0,0,73,0,Business Owner,0
C0741,583,103739,1534000,46000,1404000,194100,4,6,2,2,25,0,Business Owner,1
C0742,584,61319,325000,9700,62700,9000,1,4,0,0,37,0,Salaried,0
C0743,754,58980,521000,11500,198800,0,0,0,0,0,60,0,Self-Employed,0
C0744,744,27786,384000,9900,296900,0,0,0,0,0,14,0,Business Owner,0
C0745,613,43595,550000,18500,415400,0,0,0,0,0,56,0,Freelance,0
C0746,619,45876,155000,4700,77600,0,0,0,0,0,5,0,Freelance,0
C0747,749,54923,736000,24600,269400,22700,1,3,0,0,69,1,Business Owner,0
C0748,629,29855,176000,4500,155200,0,0,0,0,0,46,0,Freelance,0
C0749,747,66296,527000,16400,249400,0,0,0,1,0,36,0,Salaried,0
C0750,584,40281,259000,6900,99100,22000,3,3,2,2,63,2,Freelance,1
C0751,693,32036,116000,2900,87300,9700,3,4,2,2,32,1,Salaried,1
C0752,788,50634,591000,17300,159900,0,0,1,0,0,60,0,Business Owner,0
C0753,668,53350,670000,18000,276500,16800,1,3,0,0,30,1,Business Owner,0
C0754,716,54439,693000,22500,419800,21400,1,2,1,0,58,0,Business Owner,0
C0755,649,184134,965000,32300,336600,98000,3,3,0,0,62,0,Salaried,1
C0756,627,28590,137000,4000,66600,0,0,0,0,0,41,0,Freelance,0
C0757,586,60056,451000,12200,219000,47600,4,8,2,2,29,2,Salaried,1
C0758,725,46456,599000,16300,412800,0,0,0,0,0,35,0,Freelance,0
C0759,552,70334,711000,17400,138200,16400,1,4,1,1,29,0,Freelance,1
C0760,584,20000,132000,3900,116800,4000,1,3,0,0,45,0,Salaried,0
C0761,686,83103,583000,13500,460700,0,0,0,0,0,45,0,Self-Employed,0
C0762,627,87242,449000,12900,306300,0,0,1,0,0,43,0,Business Owner,0
C0763,566,54830,661000,21200,391600,21200,1,1,3,1,44,0,Freelance,1
C0764,796,125540,1602000,50900,1381100,0,0,1,1,1,72,0,Freelance,0
C0765,655,59949,487000,16600,240000,19000,1,4,2,2,35,0,Salaried,0
C0766,608,28225,263000,6100,225500,6300,1,3,5,0,36,0,Self-Employed,1
C0767,809,37800,397000,9400,219400,0,0,0,0,0,54,0,Business Owner,0
C0768,734,42996,616000,12400,321100,46300,4,5,4,0,42,0,Self-Employed,1
C0769,650,40327,395000,11700,292900,69800,5,8,5,0,35,0,Business Owner,1
C0770,595,20000,84000,1700,57900,0,0,0,0,0,52,0,Freelance,0
C0771,594,62344,606000,21000,342200,0,0,0,1,0,16,0,Freelance,0
C0772,749,35301,228000,5200,211800,0,0,0,0,0,49,0,Salaried,0
C0773,694,25410,366000,10800,294100,0,0,0,1,0,79,0,Salaried,1
C0774,696,47405,538000,14000,163600,16400,1,1,1,0,36,0,Self-Employed,0
C0775,729,35006,404000,11900,185700,0,0,1,0,0,28,0,Self-Employed,0
C0776,515,56064,533000,18300,167800,0,0,0,0,0,49,0,Business Owner,0
C0777,598,64158,665000,17400,447600,0,0,1,0,0,31,0,Salaried,0
C0778,691,65360,758000,23800,273100,21900,1,2,1,1,87,0,Freelance,1
C0779,653,45813,355000,8100,212800,0,0,0,0,0,36,0,Salaried,0
C0780,544,34990,303000,6500,56600,7700,1,3,4,2,45,0,Self-Employed,1
C0781,680,44474,430000,13900,238100,0,0,0,1,1,37,1,Salaried,1
C0782,525,40393,444000,14500,194600,74200,5,8,1,0,43,2,Freelance,1
C0783,718,54103,316000,9600,293900,0,0,0,0,0,63,0,Salaried,0
C0784,703,26813,236000,7300,118700,7200,1,1,0,0,55,0,Self-Employed,0
C0785,729,111483,1617000,32900,1198100,0,0,1,0,0,51,0,Freelance,0
C0786,832,59673,481000,15800,369000,37500,2,3,2,0,26,1,Business Owner,1
C0787,592,34817,510000,15800,219200,33500,2,2,4,2,20,1,Business Owner,1
C0788,675,47135,413000,13800,249100,0,0,0,0,0,37,0,Freelance,0
C0789,698,46953,244000,6000,136100,0,0,0,1,0,15,0,Freelance,0
C0790,767,27283,267000,7100,155400,8200,1,3,1,1,26,0,Freelance,0
C0791,562,29206,305000,6900,252200,0,0,0,1,0,30,0,Self-Employed,0
C0792,686,56660,689000,14600,191900,0,0,0,0,0,23,0,Freelance,0
C0793,665,38573,223000,7400,43300,13400,2,3,3,0,67,2,Self-Employed,1
C0794,615,47157,685000,22700,516300,0,0,0,1,1,66,0,Freelance,0
C0795,694,20000,154000,5300,64400,0,0,1,0,0,50,0,Self-Employed,0
C0796,659,76333,757000,24600,227600,0,0,0,1,0,36,0,Self-Employed,0
C0797,753,169907,2229000,52400,1123400,109100,2,3,0,0,32,2,Salaried,1
C0798,690,44766,667000,18700,464400,18300,1,2,2,1,70,0,Business Owner,0
C0799,792,55415,387000,11200,211300,0,0,0,1,0,59,0,Freelance,0
C0800,561,37981,173000,5700,103200,0,0,0,0,0,15,0,Business Owner,0
C0801,624,24732,312000,10100,122700,47100,4,4,1,1,39,1,Business Owner,1
C0802,730,36493,284000,6500,215000,13100,2,2,2,1,55,2,Salaried,1
C0803,850,119409,1477000,36500,791000,0,0,0,0,0,56,0,Business Owner,0
C0804,645,23411,329000,10900,169600,25800,2,3,1,1,72,0,Business Owner,1
C0805,757,52665,364000,8000,197100,0,0,0,0,0,44,0,Freelance,0
C0806,599,149465,1180000,32400,215200,0,0,1,0,0,52,0,Self-Employed,0
C0807,654,109147,1130000,34300,633000,0,0,0,0,0,71,0,Freelance,0
C0808,637,126898,749000,15000,447900,0,0,1,0,0,31,0,Freelance,0
C0809,764,47079,392000,9500,339800,0,0,0,0,0,8,1,Business Owner,0
C0810,711,45194,596000,19500,333700,0,0,0,0,0,44,0,Business Owner,0
C0811,714,28552,115000,3900,44100,3600,1,5,1,1,38,0,Freelance,1
C0812,794,56516,383000,8100,199800,0,0,0,0,0,35,0,Freelance,0
C0813,613,65892,917000,29700,257600,0,0,0,0,0,32,0,Business Owner,0
C0814,772,76929,427000,9000,158600,9700,1,1,2,1,32,2,Self-Employed,0
C0815,610,48512,490000,15400,148300,0,0,0,1,1,70,0,Self-Employed,0
C0816,602,31331,178000,5500,38800,0,0,0,0,0,68,1,Freelance,0
C0817,686,62110,864000,27800,748000,141600,5,7,1,0,28,1,Self-Employed,1
C0818,673,20897,226000,4900,65600,25700,5,7,0,0,5,0,Freelance,1
C0819,711,51701,671000,18100,496500,37200,2,3,0,0,49,0,Salaried,1
C0820,685,83374,659000,16200,255500,70300,4,7,2,2,45,0,Business Owner,1
C0821,678,67513,580000,17300,135000,66500,4,5,3,3,38,2,Freelance,1
C0822,684,91478,688000,23300,123200,0,0,0,1,0,43,0,Freelance,0
C0823,702,53099,444000,10000,83600,9100,1,2,0,0,45,0,Freelance,0
C0824,647,103988,1387000,30900,517400,28500,1,2,4,4,75,0,Self-Employed,1
C0825,736,52189,178000,5600,129600,0,0,1,1,0,72,1,Freelance,0
C0826,713,26015,182000,3700,56500,13200,3,4,1,0,47,0,Salaried,1
C0827,662,83910,1174000,32200,550700,0,0,0,0,0,71,1,Self-Employed,0
C0828,681,176825,2613000,84800,2297800,301000,3,4,0,0,34,0,Business Owner,1
C0829,536,81109,883000,17900,177900,19200,1,3,2,1,33,0,Salaried,1
C0830,585,107063,1185000,34200,389600,0,0,0,1,1,45,0,Freelance,0
C0831,763,36069,199000,5600,58500,0,0,1,0,0,27,0,Salaried,0
C0832,721,37361,548000,12700,164100,0,0,0,0,0,55,0,Freelance,0
C0833,719,114927,1689000,51200,1462700,0,0,0,0,0,32,0,Salaried,0
C0834,709,87669,460000,12900,173000,15400,1,1,0,0,21,0,Self-Employed,0
C0835,624,58175,633000,15300,109500,15200,1,3,0,0,51,0,Freelance,1
C0836,793,89656,580000,12800,159700,0,0,1,0,0,56,1,Self-Employed,0
C0837,651,53601,480000,13000,191300,0,0,0,0,0,38,0,Salaried,1
C0838,647,43398,294000,9700,125800,0,0,0,0,0,24,0,Freelance,0
C0839,742,77808,761000,20600,655000,0,0,0,1,0,39,0,Business Owner,0
C0840,642,35378,314000,9600,294900,0,0,0,0,0,40,0,Business Owner,0
C0841,704,36512,199000,6700,177700,0,0,1,0,0,53,1,Freelance,0
C0842,802,40234,168000,3500,126400,0,0,1,0,0,52,1,Salaried,0
C0843,669,32797,424000,11500,344900,0,0,0,1,1,5,0,Business Owner,0
C0844,635,36796,193000,5300,152200,0,0,1,0,0,34,0,Freelance,1
C0845,710,62578,372000,11700,59600,12300,1,4,1,1,43,0,Business Owner,1
C0846,638,37078,217000,5100,101100,0,0,0,1,0,45,0,Freelance,0
C0847,662,78263,584000,14300,158800,13900,1,1,4,1,39,1,Salaried,0
C0848,577,41912,309000,6800,159200,7000,1,1,6,1,49,0,Salaried,0
C0849,713,57213,657000,20600,373500,0,0,0,1,0,14,0,Self-Employed,0
C0850,711,60432,649000,16500,255200,53900,3,3,3,1,43,0,Business Owner,1
C0851,641,49765,173000,5000,137500,0,0,0,1,0,72,0,Self-Employed,0
C0852,684,67107,742000,15900,337200,0,0,0,0,0,68,0,Salaried,0
C0853,577,27579,223000,4900,181700,4700,1,5,3,0,50,0,Freelance,0
C0854,621,72480,252000,8800,106400,41100,4,5,1,1,29,0,Salaried,1
C0855,676,44122,171000,4500,31100,0,0,0,0,0,31,0,Salaried,0
C0856,628,20000,240000,8000,45600,0,0,0,0,0,48,1,Freelance,0
C0857,661,41315,319000,7200,174200,0,0,1,0,0,44,0,Self-Employed,0
C0858,766,38957,328000,9100,307000,19700,2,3,2,1,34,1,Business Owner,1
C0859,850,66486,652000,19400,258300,59500,3,4,3,1,68,1,Salaried,1
C0860,642,99902,520000,17700,299500,0,0,0,0,0,38,0,Salaried,0
C0861,489,28263,349000,8800,326700,19700,2,2,7,1,38,0,Business Owner,1
C0862,712,63269,669000,18500,479600,0,0,0,1,0,39,0,Salaried,0
C0863,760,48566,348000,8900,299600,0,0,0,0,0,30,1,Business Owner,0
C0864,727,30483,312000,7100,115000,0,0,0,0,0,58,0,Business Owner,0
C0865,743,41303,429000,13900,251800,32000,2,4,2,2,24,1,Business Owner,1
C0866,841,70307,540000,14800,459300,40400,3,3,1,1,48,0,Freelance,1
C0867,767,39576,209000,6700,141300,6800,1,1,1,1,86,1,Self-Employed,0
C0868,549,173110,1078000,22500,514100,42300,2,3,2,1,40,0,Self-Employed,0
C0869,700,85442,790000,26800,707800,0,0,0,0,0,38,0,Freelance,0
C0870,652,76997,1054000,30500,837600,32500,1,2,0,0,47,0,Self-Employed,0
C0871,687,106708,1101000,34000,187200,0,0,1,0,0,41,0,Self-Employed,0
C0872,800,20000,261000,8100,94500,18300,2,7,2,2,71,0,Self-Employed,1
C0873,609,36475,287000,8900,264700,0,0,1,0,0,13,0,Salaried,0
C0874,706,20000,117000,3400,59000,0,0,0,0,0,25,0,Freelance,0
C0875,836,50968,538000,17200,275200,0,0,0,0,0,9,0,Self-Employed,0
C0876,587,34964,256000,6000,157100,0,0,0,0,0,65,0,Freelance,0
C0877,668,24389,325000,9000,226400,0,0,0,0,0,51,0,Self-Employed,0
C0878,612,117248,526000,13800,160600,16300,1,4,1,1,26,0,Self-Employed,1
C0879,618,46304,665000,22500,463900,20700,1,2,1,0,25,0,Freelance,1
C0880,732,31179,396000,10600,219900,11900,1,2,2,1,46,0,Business Owner,0
C0881,685,73791,674000,16200,605700,0,0,0,0,0,97,0,Freelance,0
C0882,647,82801,1004000,27400,312100,32900,1,1,0,0,56,0,Business Owner,0
C0883,755,20708,240000,8000,196500,0,0,0,0,0,68,0,Salaried,0
C0884,818,23259,349000,9600,110600,10600,1,3,2,2,70,0,Freelance,0
C0885,561,61434,478000,15000,320600,15700,1,2,2,0,32,0,Business Owner,0
C0886,767,46766,617000,17100,441400,38700,2,4,0,0,41,0,Self-Employed,1
C0887,695,70797,898000,23100,473700,0,0,0,0,0,52,0,Salaried,0
C0888,666,27874,202000,5500,170900,0,0,0,1,0,52,0,Freelance,0
C0889,664,42080,177000,5400,30700,0,0,0,2,0,34,0,Business Owner,0
C0890,809,29463,255000,6600,62600,7100,1,2,1,1,72,0,Business Owner,0
C0891,832,68394,227000,6100,44500,12500,2,4,1,1,55,1,Freelance,0
C0892,690,36103,355000,7300,199100,0,0,0,0,0,65,0,Business Owner,0
C0893,604,30861,396000,12100,370400,0,0,0,2,0,59,1,Freelance,1
C0894,841,50108,299000,8700,106500,0,0,0,0,0,10,0,Business Owner,0
C0895,708,25422,316000,7100,74800,0,0,0,2,0,30,0,Self-Employed,0
C0896,686,106090,332000,10000,162300,0,0,0,0,0,27,0,Freelance,0
C0897,696,24211,258000,7200,128300,13300,2,5,3,1,35,2,Freelance,0
C0898,647,30531,396000,13200,118600,0,0,1,0,0,5,0,Salaried,0
C0899,554,178598,2582000,57700,778200,0,0,0,1,0,19,0,Self-Employed,0
C0900,719,37621,403000,12100,328800,0,0,0,0,0,52,0,Freelance,0
C0901,784,34315,257000,7000,122200,0,0,0,4,0,60,1,Business Owner,0
C0902,721,75716,855000,21300,665600,0,0,0,0,0,44,0,Business Owner,0
C0903,631,54699,560000,19000,465000,85900,5,6,1,0,58,1,Business Owner,1
C0904,660,58323,562000,16700,160100,0,0,0,0,0,49,0,Salaried,1
C0905,661,20641,81000,2500,37700,2400,1,4,1,1,69,0,Freelance,0
C0906,549,30967,423000,8800,109600,30600,3,3,1,1,71,1,Business Owner,1
C0907,757,61187,712000,23100,221000,0,0,0,0,0,23,0,Salaried,0
C0908,636,75067,954000,32200,469400,111400,3,6,2,1,24,1,Salaried,1
C0909,651,69597,787000,24600,213400,54400,2,3,1,1,37,1,Freelance,0
C0910,804,68265,570000,11900,449200,41400,3,3,0,0,37,0,Business Owner,1
C0911,753,20000,117000,4100,64400,9100,2,3,1,1,53,2,Self-Employed,1
C0912,736,63149,231000,7300,148100,16400,2,2,2,1,71,1,Business Owner,1
C0913,783,28460,256000,5900,151600,0,0,0,1,0,45,0,Self-Employed,0
C0914,755,61265,747000,19200,398100,17600,1,5,2,0,47,0,Self-Employed,0
C0915,699,122940,1128000,24000,761000,0,0,0,0,0,53,0,Business Owner,0
C0916,663,46850,559000,17400,383800,0,0,0,0,0,9,0,Self-Employed,0
C0917,768,37206,522000,17500,462500,0,0,0,0,0,32,0,Salaried,0
C0918,608,38971,329000,10900,199500,0,0,0,0,0,82,0,Salaried,0
C0919,668,66396,364000,10300,86800,9400,1,2,4,0,30,0,Business Owner,0
C0920,783,60022,371000,8600,288300,0,0,0,0,0,28,0,Freelance,0
C0921,716,20000,229000,8000,114100,0,0,0,1,0,62,1,Salaried,0
C0922,666,30642,263000,9100,182100,10500,1,2,2,1,53,0,Business Owner,1
C0923,621,71976,846000,20100,394400,0,0,0,0,0,44,0,Self-Employed,0
C0924,694,94856,321000,9400,62400,0,0,0,0,0,34,0,Salaried,0
C0925,757,37345,116000,2300,87900,0,0,0,1,0,50,0,Business Owner,0
C0926,774,50719,583000,17100,318800,16500,1,2,2,2,32,0,Business Owner,1
C0927,677,35385,413000,10700,133700,0,0,0,1,0,21,0,Freelance,0
C0928,526,24006,277000,9400,189300,26200,3,4,0,0,58,2,Self-Employed,1
C0929,634,41286,132000,2900,50700,0,0,0,0,0,69,0,Self-Employed,0
C0930,617,43298,248000,8300,231600,0,0,1,0,0,24,0,Self-Employed,0
C0931,553,40092,281000,7100,257800,0,0,0,0,0,37,0,Business Owner,0
C0932,536,47850,470000,12600,234000,11800,1,3,0,0,66,1,Business Owner,1
C0933,704,59531,589000,12500,217100,28000,2,3,1,0,50,3,Self-Employed,1
C0934,736,52142,359000,9100,66900,0,0,0,1,0,54,0,Business Owner,0
C0935,619,30040,397000,10700,67200,0,0,0,1,0,30,0,Freelance,0
C0936,651,74539,515000,10600,345600,0,0,0,1,0,45,0,Business Owner,0
C0937,618,67960,765000,19300,428000,0,0,0,0,0,32,0,Business Owner,0
C0938,590,33972,210000,4900,64400,18800,4,4,3,0,39,0,Salaried,1
C0939,721,66354,908000,30800,309200,0,0,0,1,1,37,0,Freelance,0
C0940,674,40982,138000,3500,39800,15100,4,5,0,0,16,1,Salaried,1
C0941,653,33253,227000,5100,181200,0,0,0,0,0,70,0,Self-Employed,0
C0942,586,99052,945000,25800,429900,0,0,1,0,0,59,0,Self-Employed,0
C0943,650,41215,449000,14800,387900,0,0,0,0,0,48,0,Freelance,0
C0944,686,62598,892000,17900,542500,0,0,0,1,0,36,2,Business Owner,0
C0945,622,47940,444000,11400,82500,12100,1,2,6,2,63,0,Salaried,1
C0946,563,44332,593000,15600,444900,0,0,0,1,0,69,1,Freelance,0
C0947,800,59341,717000,20000,465900,0,0,0,1,1,43,0,Salaried,0
C0948,669,47430,534000,11300,166900,13400,1,2,2,0,46,0,Business Owner,1
C0949,700,89033,1198000,35600,1086500,72400,2,6,3,1,32,1,Salaried,1
C0950,569,37725,266000,9300,215500,0,0,1,0,0,56,0,Freelance,0
C0951,690,20000,187000,6200,85000,0,0,0,2,0,42,0,Business Owner,0
C0952,571,44071,605000,20900,322400,74800,3,5,2,1,37,0,Business Owner,1
C0953,850,78447,808000,20900,393500,0,0,0,1,0,47,1,Freelance,0
C0954,565,146652,1432000,32000,1195600,0,0,0,0,0,24,1,Business Owner,0
C0955,744,132681,471000,16000,307300,0,0,0,1,0,58,0,Salaried,0
C0956,760,27978,197000,6800,45500,0,0,0,0,0,52,2,Self-Employed,0
C0957,650,78666,543000,15100,101300,0,0,0,1,1,62,0,Freelance,0
C0958,673,71088,840000,23100,532100,25500,1,3,1,1,41,0,Salaried,0
C0959,648,54795,178000,5500,89200,0,0,1,0,0,76,0,Business Owner,0
C0960,701,52852,557000,17700,160000,38600,2,2,3,0,37,0,Self-Employed,1
C0961,722,37918,498000,11900,204400,51900,4,6,1,1,38,1,Salaried,1
C0962,621,36163,326000,8600,239000,16500,2,7,0,0,68,3,Freelance,1
C0963,675,53770,387000,10900,176800,34600,3,5,1,1,47,0,Business Owner,1
C0964,709,49307,182000,5200,78200,0,0,0,0,0,44,0,Freelance,0
C0965,627,46629,469000,14700,225400,13900,1,1,3,2,39,0,Salaried,1
C0966,613,28495,296000,6700,142200,0,0,0,1,1,39,0,Self-Employed,0
C0967,659,59359,320000,8800,278500,20900,2,5,2,1,59,1,Salaried,1
C0968,732,22843,190000,5500,72700,0,0,0,0,0,67,0,Salaried,0
C0969,557,22404,136000,3000,95800,11400,4,8,0,0,30,1,Business Owner,1
C0970,653,58103,661000,15400,135300,0,0,0,1,0,14,0,Freelance,0
C0971,616,20000,190000,4900,148600,5900,1,4,1,0,16,0,Salaried,0
C0972,614,41153,270000,9000,105700,0,0,0,0,0,67,0,Salaried,0
C0973,843,30113,268000,8900,157500,0,0,1,1,0,54,0,Self-Employed,0
C0974,605,134505,1501000,32500,1379500,0,0,0,0,0,76,0,Self-Employed,0
C0975,775,60843,202000,5400,152900,0,0,0,0,0,28,0,Freelance,0
C0976,667,60395,645000,18100,517600,0,0,0,1,0,88,2,Freelance,0
C0977,600,37257,512000,16000,120100,0,0,0,1,0,52,0,Business Owner,0
C0978,762,40719,202000,4900,37300,0,0,0,1,0,36,0,Freelance,0
C0979,778,67410,528000,16300,368100,0,0,0,0,0,6,0,Self-Employed,0
C0980,687,36612,257000,5800,105200,34000,5,7,2,2,50,1,Freelance,1
C0981,707,20000,258000,5500,110600,0,0,0,0,0,52,1,Salaried,0
C0982,646,32007,108000,2200,50400,0,0,1,0,0,22,0,Freelance,0
C0983,703,63900,459000,13200,183000,0,0,0,0,0,17,0,Freelance,0
C0984,694,67235,269000,9000,98200,10000,1,3,2,2,34,1,Business Owner,1
C0985,699,27973,332000,7000,294400,0,0,0,0,0,43,1,Salaried,0
C0986,668,55948,324000,7900,163000,7200,1,5,3,0,62,1,Business Owner,1
C0987,779,53383,505000,14000,441400,0,0,1,0,0,34,0,Self-Employed,0
C0988,670,24498,274000,8100,134800,0,0,0,0,0,70,0,Freelance,0
C0989,742,33092,323000,10600,279600,0,0,0,0,0,57,0,Freelance,0
C0990,586,20000,78000,2100,42500,0,0,0,0,0,27,0,Self-Employed,0
C0991,687,77559,884000,28700,692400,0,0,1,0,0,48,0,Business Owner,0
C0992,776,20000,63000,1600,12600,0,0,0,0,0,39,0,Salaried,0
C0993,645,51021,218000,6200,135800,13400,2,4,1,1,63,1,Business Owner,1
C0994,745,43135,138000,4200,126100,0,0,1,1,1,11,0,Business Owner,0
C0995,799,24844,317000,7800,101700,0,0,0,1,1,31,0,Salaried,0
C0996,682,21109,269000,8400,167500,0,0,0,1,0,55,0,Freelance,1
C0997,722,75216,823000,17300,361800,0,0,1,0,0,8,0,Business Owner,0
C0998,635,44905,618000,12700,563700,0,0,1,0,0,5,0,Self-Employed,0
C0999,720,81694,405000,12600,296300,0,0,1,0,0,17,0,Salaried,1
C1000,666,26287,157000,3700,133500,0,0,0,0,0,20,0,Freelance,0
C1001,708,46210,185000,5500,171600,0,0,0,0,0,69,0,Salaried,0
C1002,722,77978,734000,17300,546900,0,0,0,1,1,22,1,Self-Employed,1
C1003,770,66460,482000,16500,400300,0,0,0,0,0,44,0,Salaried,0
C1004,559,29614,279000,8300,198900,25700,3,7,5,0,33,1,Salaried,1
C1005,600,28893,249000,5100,194600,21500,4,6,1,1,50,1,Business Owner,1
C1006,644,55122,545000,15600,480300,0,0,0,0,0,29,0,Self-Employed,0
C1007,648,54265,309000,9300,267500,32200,3,6,2,1,34,0,Self-Employed,1
C1008,673,74618,799000,17200,698000,0,0,0,1,0,47,0,Self-Employed,0
C1009,683,50852,294000,7400,52500,0,0,0,0,0,47,0,Salaried,0
C1010,741,64150,767000,22600,377000,0,0,0,0,0,51,0,Self-Employed,0
C1011,577,51691,652000,17800,397100,19300,1,4,3,3,46,0,Self-Employed,1
C1012,775,75905,441000,11300,118100,0,0,0,1,0,62,0,Self-Employed,0
C1013,714,20000,212000,6100,187000,0,0,1,0,0,35,0,Business Owner,1
C1014,635,112387,759000,23900,619300,0,0,0,0,0,32,0,Self-Employed,0
C1015,727,31880,230000,6200,61800,0,0,0,0,0,50,0,Salaried,0
C1016,615,43520,404000,11200,211900,0,0,0,1,0,49,0,Business Owner,0
C1017,705,80877,587000,12000,340400,0,0,0,1,0,47,0,Self-Employed,0
C1018,798,70311,853000,26900,580700,28500,1,3,1,1,55,1,Self-Employed,1
C1019,562,126077,885000,25200,686700,141800,5,8,2,0,10,1,Business Owner,1
C1020,686,87458,643000,15200,306700,0,0,0,0,0,17,0,Self-Employed,0
C1021,681,20000,210000,4900,152200,0,0,0,1,1,62,0,Salaried,0
C1022,647,106703,1021000,21400,226500,0,0,0,0,0,76,0,Salaried,0
C1023,822,50878,457000,13300,396800,0,0,0,0,0,45,0,Self-Employed,0
C1024,749,34608,216000,6700,137900,32100,4,4,0,0,61,2,Salaried,1
C1025,837,34740,288000,8800,189300,25900,3,5,1,0,54,1,Business Owner,1
C1026,585,67140,366000,9100,57000,0,0,0,1,0,62,0,Self-Employed,0
C1027,776,35132,368000,10000,284600,32700,3,8,0,0,58,1,Business Owner,1
C1028,600,48377,419000,9900,179900,11600,1,1,2,2,41,0,Salaried,1
C1029,646,51278,204000,5600,96900,0,0,0,1,0,38,0,Self-Employed,0
C1030,618,20080,297000,6600,173000,6100,1,3,1,0,33,0,Business Owner,0
C1031,654,47769,708000,18100,547200,32800,2,3,3,3,37,1,Salaried,1
C1032,688,20581,180000,5200,96000,0,0,0,0,0,73,0,Self-Employed,0
